country,start_inventory,cases_started,cases_closed,end_inventory,year,type,months,closing_ratio,portion_if_cases,iso3c
Saint Kitts and Nevis,0,0,0,0,2017,tp,NA,NA,NA,KNA
San Marino,0,0,0,0,2017,tp,NA,NA,NA,SMR
Senegal,0,0,0,0,2017,tp,NA,NA,NA,SEN
Seychelles,0,0,0,0,2017,tp,NA,NA,NA,SYC
Singapore,10,11,7,14,2017,tp,NA,NA,NA,SGP
Slovak Republic,12,4,2,14,2017,tp,NA,NA,NA,SVK
Slovenia,6,2,0,8,2017,tp,NA,NA,NA,SVN
South Africa,12,1,1,12,2017,tp,NA,NA,NA,ZAF
Spain,196,55,80,171,2017,tp,NA,NA,NA,ESP
Sweden,120,34,37,117,2017,tp,NA,NA,NA,SWE
Switzerland,144,55,82,117,2017,tp,NA,NA,NA,CHE
Thailand,8,2,7,3,2017,tp,NA,NA,NA,THA
Tunisia,1,0,0,1,2017,tp,NA,NA,NA,TUN
Turkey,5,2,4,3,2017,tp,NA,NA,NA,TUR
Turks and Caicos Islands,0,0,0,0,2017,tp,NA,NA,NA,TCA
Ukraine,0,0,0,0,2017,tp,NA,NA,NA,UKR
United Kingdom,209,110,67,252,2017,tp,NA,NA,NA,GBR
United States,709,195,228,676,2017,tp,NA,NA,NA,USA
Uruguay,0,0,0,0,2017,tp,NA,NA,NA,URY
Viet Nam,3,3,1,5,2017,tp,NA,NA,NA,VNM
Zambia,0,0,0,0,2017,tp,NA,NA,NA,ZMB
Germany,1241,615,658,1198,2018,all,22.21,42,NA,DEU
United States,1005,253,251,1007,2018,all,34.37,22,NA,USA
France,885,449,362,972,2018,all,24.37,33,NA,FRA
India,778,148,85,841,2018,all,37.17,10,NA,IND
Belgium,735,581,635,681,2018,all,14.53,62,NA,BEL
Italy,587,256,101,742,2018,all,28.59,14,NA,ITA
United Kingdom,453,251,274,430,2018,all,13.4,47,NA,GBR
Netherlands,337,357,373,321,2018,all,12.26,72,NA,NLD
Switzerland,337,170,158,349,2018,all,22.27,37,NA,CHE
Austria,309,89,87,311,2018,all,24.51,25,NA,AUT
Spain,279,211,82,408,2018,all,27.82,21,NA,ESP
Sweden,208,108,81,235,2018,all,32.32,31,NA,SWE
Denmark,198,68,73,193,2018,all,26.2,31,NA,DNK
Canada,176,97,126,147,2018,all,22.82,56,NA,CAN
Luxembourg,173,243,244,172,2018,all,11.02,83,NA,LUX
China,132,24,45,111,2018,all,31.88,31,NA,CHN
Korea,130,41,38,133,2018,all,34.4,25,NA,KOR
Poland,130,36,26,140,2018,all,29.38,18,NA,POL
Japan,117,33,57,93,2018,all,29,43,NA,JPN
Finland,114,36,34,116,2018,all,34.38,26,NA,FIN
Norway,81,66,47,100,2018,all,29.52,41,NA,NOR
Czech Republic,53,15,15,53,2018,all,40.63,25,NA,CZE
Indonesia,52,26,19,59,2018,all,15.83,29,NA,IDN
Portugal,47,43,20,70,2018,all,12.97,29,NA,PRT
Ireland,42,28,12,58,2018,all,48.75,21,NA,IRL
Australia,41,18,28,31,2018,all,18.68,56,NA,AUS
Romania,36,21,8,49,2018,all,7.23,17,NA,ROU
South Africa,32,7,11,28,2018,all,29.7,31,NA,ZAF
Slovak Republic,31,9,3,37,2018,all,66,8,NA,SVK
Greece,29,16,11,34,2018,all,32.62,30,NA,GRC
Mexico,27,19,7,39,2018,all,53.37,19,NA,MEX
Singapore,27,25,19,33,2018,all,12.06,48,NA,SGP
Brazil,20,9,2,27,2018,all,11.67,8,NA,BRA
Hungary,20,5,3,22,2018,all,8.62,13,NA,HUN
Slovenia,20,10,4,26,2018,all,22.6,16,NA,SVN
Kazakhstan,18,8,4,22,2018,all,22.13,18,NA,KAZ
Thailand,17,2,12,7,2018,all,31.75,67,NA,THA
Bulgaria,16,3,7,12,2018,all,34.7,40,NA,BGR
"Hong Kong, China",15,5,4,16,2018,all,13.32,23,NA,HKG
Israel,14,9,8,15,2018,all,25.37,43,NA,ISR
Russia,14,11,1,24,2018,all,9.2,5,NA,RUS
Türkiye,14,7,3,18,2018,all,16.7,17,NA,TUR
Croatia,12,5,0,17,2018,all,no cases closed,no cases closed,NA,HRV
Liechtenstein,12,3,8,7,2018,all,28.3,59,NA,LIE
New Zealand,10,13,10,13,2018,all,6.45,61,NA,NZL
Argentina,7,7,1,13,2018,all,7.2,10,NA,ARG
Lithuania,7,5,10,2,2018,all,15.92,105,NA,LTU
Malaysia,7,37,2,42,2018,all,22.1,8,NA,MYS
Tunisia,7,7,0,14,2018,all,no cases closed,no cases closed,NA,TUN
Latvia,6,1,3,4,2018,all,13.24,26,NA,LVA
Mauritius,5,0,0,5,2018,all,no cases closed,no cases closed,NA,MUS
Estonia,4,1,0,5,2018,all,no cases closed,no cases closed,NA,EST
Saudi Arabia,4,0,0,4,2018,all,no cases closed,no cases closed,NA,SAU
Botswana,3,1,2,2,2018,all,18.84,57,NA,BWA
Chile,3,2,2,3,2018,all,19.91,50,NA,CHL
Malta,3,4,1,6,2018,all,2,20,NA,MLT
Colombia,1,2,0,3,2018,all,no cases closed,no cases closed,NA,COL
Curaçao,1,3,4,0,2018,all,2.58,160,NA,CUW
Dominican Republic,1,2,0,3,2018,all,no cases closed,no cases closed,NA,DOM
Iceland,1,1,1,1,2018,all,14.5,67,NA,ISL
Jersey,1,0,1,0,2018,all,6.5,100,NA,JEY
Kenya,1,0,0,1,2018,all,no cases closed,no cases closed,NA,KEN
Pakistan,1,2,1,2,2018,all,n.a.,50,NA,PAK
Serbia,1,1,0,2,2018,all,no cases closed,no cases closed,NA,SRB
Uruguay,1,0,0,1,2018,all,no cases closed,no cases closed,NA,URY
Bahrain,0,0,0,0,2018,all,no cases closed,n.a.,NA,BHR
Brunei Darussalam,0,0,0,0,2018,all,no cases closed,n.a.,NA,BRN
Cayman Islands,0,0,0,0,2018,all,no cases closed,n.a.,NA,CYM
Costa Rica,0,0,0,0,2018,all,no cases closed,n.a.,NA,CRI
Côte d'Ivoire,0,0,0,0,2018,all,no cases closed,n.a.,NA,CIV
Georgia,0,0,0,0,2018,all,no cases closed,n.a.,NA,GEO
Guernsey,0,0,0,0,2018,all,no cases closed,n.a.,NA,GGY
Isle of Man,0,1,0,1,2018,all,no cases closed,n.a.,NA,IMN
"Macau, China",0,0,0,0,2018,all,no cases closed,n.a.,NA,MAC
Maldives,0,0,0,0,2018,all,no cases closed,n.a.,NA,MDV
Monaco,0,0,0,0,2018,all,no cases closed,n.a.,NA,MCO
Oman,0,0,0,0,2018,all,no cases closed,n.a.,NA,OMN
Panama,0,0,0,0,2018,all,no cases closed,n.a.,NA,PAN
Papua New Guinea,0,0,0,0,2018,all,no cases closed,n.a.,NA,PNG
Paraguay,0,0,0,0,2018,all,no cases closed,n.a.,NA,PRY
Peru,0,1,0,1,2018,all,no cases closed,n.a.,NA,PER
Qatar,0,33,1,32,2018,all,3.35,6,NA,QAT
Saint Kitts and Nevis,0,0,0,0,2018,all,no cases closed,n.a.,NA,KNA
San Marino,0,0,0,0,2018,all,no cases closed,n.a.,NA,SMR
Senegal,0,0,0,0,2018,all,no cases closed,n.a.,NA,SEN
Seychelles,0,0,0,0,2018,all,no cases closed,n.a.,NA,SYC
Trinidad and Tobago,0,0,0,0,2018,all,no cases closed,n.a.,NA,TTO
Turks and Caicos Islands,0,0,0,0,2018,all,no cases closed,n.a.,NA,TCA
Zambia,0,0,0,0,2018,all,no cases closed,n.a.,NA,ZMB
Germany,699,437,431,705,2018,other,13.29,47,NA,DEU
Belgium,653,546,596,603,2018,other,13.72,64,NA,BEL
France,411,227,226,412,2018,other,17.71,43,NA,FRA
United States,311,96,70,337,2018,other,32.78,19,NA,USA
Switzerland,222,100,125,197,2018,other,19.88,46,NA,CHE
Netherlands,221,293,314,200,2018,other,8.81,85,NA,NLD
United Kingdom,209,171,185,195,2018,other,6.1,63,NA,GBR
Italy,192,60,11,241,2018,other,21.89,5,NA,ITA
Austria,169,44,45,168,2018,other,18.65,24,NA,AUT
Luxembourg,149,227,241,135,2018,other,10.8,92,NA,LUX
India,119,15,3,131,2018,other,4.99,2,NA,IND
Spain,104,79,32,151,2018,other,22.78,22,NA,ESP
Sweden,91,60,44,107,2018,other,16.97,36,NA,SWE
Poland,80,24,17,87,2018,other,23.82,18,NA,POL
Finland,71,16,11,76,2018,other,21.25,14,NA,FIN
Korea,57,16,10,63,2018,other,47.62,15,NA,KOR
Norway,49,53,26,76,2018,other,29.2,34,NA,NOR
China,47,11,6,52,2018,other,31.46,11,NA,CHN
Denmark,46,17,8,55,2018,other,14,15,NA,DNK
Canada,35,22,24,33,2018,other,15.49,52,NA,CAN
Czech Republic,25,8,6,27,2018,other,41.29,21,NA,CZE
Greece,22,11,11,22,2018,other,32.62,40,NA,GRC
Portugal,20,28,18,30,2018,other,11.23,53,NA,PRT
Indonesia,19,8,5,22,2018,other,1.91,22,NA,IDN
South Africa,19,6,7,18,2018,other,23.47,32,NA,ZAF
Slovak Republic,18,5,2,21,2018,other,98.08,10,NA,SVK
Australia,15,12,15,12,2018,other,14.27,71,NA,AUS
Ireland,15,10,4,21,2018,other,38.37,20,NA,IRL
Singapore,13,10,8,15,2018,other,10.56,44,NA,SGP
Kazakhstan,12,6,2,16,2018,other,24,13,NA,KAZ
Slovenia,12,8,2,18,2018,other,21.59,13,NA,SVN
Brazil,11,3,2,12,2018,other,11.67,16,NA,BRA
Japan,11,2,4,9,2018,other,16.67,33,NA,JPN
Türkiye,11,2,2,11,2018,other,15.38,17,NA,TUR
Bulgaria,10,1,4,7,2018,other,44.49,38,NA,BGR
Croatia,10,2,0,12,2018,other,no cases closed,no cases closed,NA,HRV
Romania,10,4,4,10,2018,other,8.72,33,NA,ROU
Thailand,10,2,5,7,2018,other,8.57,45,NA,THA
Hungary,8,2,1,9,2018,other,6.27,11,NA,HUN
Mexico,8,7,1,14,2018,other,11.44,9,NA,MEX
Israel,7,5,5,7,2018,other,21.93,53,NA,ISR
Russia,7,7,1,13,2018,other,9.2,10,NA,RUS
Tunisia,6,6,0,12,2018,other,no cases closed,no cases closed,NA,TUN
"Hong Kong, China",5,2,1,6,2018,other,3.52,17,NA,HKG
New Zealand,5,6,4,7,2018,other,11.22,50,NA,NZL
Estonia,4,1,0,5,2018,other,no cases closed,no cases closed,NA,EST
Latvia,4,1,2,3,2018,other,2.81,44,NA,LVA
Liechtenstein,4,3,5,2,2018,other,22.39,91,NA,LIE
Argentina,3,5,1,7,2018,other,7.2,18,NA,ARG
Botswana,3,1,2,2,2018,other,18.84,57,NA,BWA
Lithuania,3,5,6,2,2018,other,5.29,109,NA,LTU
Malaysia,3,33,0,36,2018,other,no cases closed,no cases closed,NA,MYS
Malta,2,2,1,3,2018,other,2,33,NA,MLT
Mauritius,2,0,0,2,2018,other,no cases closed,no cases closed,NA,MUS
Saudi Arabia,2,0,0,2,2018,other,no cases closed,no cases closed,NA,SAU
Chile,1,2,1,2,2018,other,11.44,50,NA,CHL
Curaçao,1,3,4,0,2018,other,2.58,160,NA,CUW
Dominican Republic,1,2,0,3,2018,other,no cases closed,no cases closed,NA,DOM
Iceland,1,1,1,1,2018,other,14.5,67,NA,ISL
Jersey,1,0,1,0,2018,other,6.5,100,NA,JEY
Kenya,1,0,0,1,2018,other,no cases closed,no cases closed,NA,KEN
Serbia,1,0,0,1,2018,other,no cases closed,no cases closed,NA,SRB
Uruguay,1,0,0,1,2018,other,no cases closed,no cases closed,NA,URY
Bahrain,0,0,0,0,2018,other,no cases closed,n.a.,NA,BHR
Brunei Darussalam,0,0,0,0,2018,other,no cases closed,n.a.,NA,BRN
Cayman Islands,0,0,0,0,2018,other,no cases closed,n.a.,NA,CYM
Colombia,0,2,0,2,2018,other,no cases closed,no cases closed,NA,COL
Costa Rica,0,0,0,0,2018,other,no cases closed,n.a.,NA,CRI
Côte d'Ivoire,0,0,0,0,2018,other,no cases closed,n.a.,NA,CIV
Georgia,0,0,0,0,2018,other,no cases closed,n.a.,NA,GEO
Guernsey,0,0,0,0,2018,other,no cases closed,n.a.,NA,GGY
Isle of Man,0,1,0,1,2018,other,no cases closed,no cases closed,NA,IMN
"Macau, China",0,0,0,0,2018,other,no cases closed,n.a.,NA,MAC
Maldives,0,0,0,0,2018,other,no cases closed,n.a.,NA,MDV
Monaco,0,0,0,0,2018,other,no cases closed,n.a.,NA,MCO
Oman,0,0,0,0,2018,other,no cases closed,n.a.,NA,OMN
Pakistan,0,1,0,1,2018,other,no cases closed,no cases closed,NA,PAK
Panama,0,0,0,0,2018,other,no cases closed,n.a.,NA,PAN
Papua New Guinea,0,0,0,0,2018,other,no cases closed,n.a.,NA,PNG
Paraguay,0,0,0,0,2018,other,no cases closed,n.a.,NA,PRY
Peru,0,1,0,1,2018,other,no cases closed,no cases closed,NA,PER
Qatar,0,33,1,32,2018,other,3.35,6,NA,QAT
Saint Kitts and Nevis,0,0,0,0,2018,other,no cases closed,n.a.,NA,KNA
San Marino,0,0,0,0,2018,other,no cases closed,n.a.,NA,SMR
Senegal,0,0,0,0,2018,other,no cases closed,n.a.,NA,SEN
Seychelles,0,0,0,0,2018,other,no cases closed,n.a.,NA,SYC
Trinidad and Tobago,0,0,0,0,2018,other,no cases closed,n.a.,NA,TTO
Turks and Caicos Islands,0,0,0,0,2018,other,no cases closed,n.a.,NA,TCA
Zambia,0,0,0,0,2018,other,no cases closed,n.a.,NA,ZMB
United States,694,157,181,670,2018,tp,34.98,23,NA,USA
India,659,133,82,710,2018,tp,38.35,11,NA,IND
Germany,542,178,227,493,2018,tp,39.14,36,NA,DEU
France,474,222,136,560,2018,tp,35.43,23,NA,FRA
Italy,395,196,90,501,2018,tp,29.4,18,NA,ITA
United Kingdom,244,80,89,235,2018,tp,28.58,31,NA,GBR
Spain,175,132,50,257,2018,tp,31.04,21,NA,ESP
Denmark,152,51,65,138,2018,tp,27.7,37,NA,DNK
Canada,141,75,102,114,2018,tp,24.54,57,NA,CAN
Austria,140,45,42,143,2018,tp,30.78,26,NA,AUT
Sweden,117,48,37,128,2018,tp,50.58,26,NA,SWE
Netherlands,116,64,59,121,2018,tp,30.64,40,NA,NLD
Switzerland,115,70,33,152,2018,tp,31.3,22,NA,CHE
Japan,106,31,53,84,2018,tp,29.93,44,NA,JPN
China,85,13,39,59,2018,tp,31.95,43,NA,CHN
Belgium,82,35,39,78,2018,tp,26.87,39,NA,BEL
Korea,73,25,28,70,2018,tp,29.68,33,NA,KOR
Poland,50,12,9,53,2018,tp,39.88,16,NA,POL
Finland,43,20,23,40,2018,tp,40.66,43,NA,FIN
Indonesia,33,18,14,37,2018,tp,20.81,33,NA,IDN
Norway,32,13,21,24,2018,tp,29.92,55,NA,NOR
Czech Republic,28,7,9,26,2018,tp,40.19,29,NA,CZE
Ireland,27,18,8,37,2018,tp,53.94,22,NA,IRL
Portugal,27,15,2,40,2018,tp,28.64,6,NA,PRT
Australia,26,6,13,19,2018,tp,23.77,45,NA,AUS
Romania,26,17,4,39,2018,tp,5.73,12,NA,ROU
Luxembourg,24,16,3,37,2018,tp,28.46,9,NA,LUX
Mexico,19,12,6,25,2018,tp,60.36,24,NA,MEX
Singapore,14,15,11,18,2018,tp,13.15,51,NA,SGP
Slovak Republic,13,4,1,16,2018,tp,1.84,7,NA,SVK
South Africa,13,1,4,10,2018,tp,40.61,30,NA,ZAF
Hungary,12,3,2,13,2018,tp,9.8,15,NA,HUN
"Hong Kong, China",10,3,3,10,2018,tp,16.59,26,NA,HKG
Brazil,9,6,0,15,2018,tp,no cases closed,no cases closed,NA,BRA
Liechtenstein,8,0,3,5,2018,tp,38.14,38,NA,LIE
Slovenia,8,2,2,8,2018,tp,23.62,22,NA,SVN
Greece,7,5,0,12,2018,tp,no cases closed,no cases closed,NA,GRC
Israel,7,4,3,8,2018,tp,31.11,33,NA,ISR
Russia,7,4,0,11,2018,tp,no cases closed,no cases closed,NA,RUS
Thailand,7,0,7,0,2018,tp,48.3,100,NA,THA
Bulgaria,6,2,3,5,2018,tp,21.66,43,NA,BGR
Kazakhstan,6,2,2,6,2018,tp,20.25,29,NA,KAZ
New Zealand,5,7,6,6,2018,tp,3.28,71,NA,NZL
Argentina,4,2,0,6,2018,tp,no cases closed,no cases closed,NA,ARG
Lithuania,4,0,4,0,2018,tp,31.87,100,NA,LTU
Malaysia,4,4,2,6,2018,tp,22.1,33,NA,MYS
Mauritius,3,0,0,3,2018,tp,no cases closed,no cases closed,NA,MUS
Türkiye,3,5,1,7,2018,tp,19.33,18,NA,TUR
Chile,2,0,1,1,2018,tp,28.37,50,NA,CHL
Croatia,2,3,0,5,2018,tp,no cases closed,no cases closed,NA,HRV
Latvia,2,0,1,1,2018,tp,34.1,50,NA,LVA
Saudi Arabia,2,0,0,2,2018,tp,no cases closed,no cases closed,NA,SAU
Colombia,1,0,0,1,2018,tp,no cases closed,no cases closed,NA,COL
Malta,1,2,0,3,2018,tp,no cases closed,no cases closed,NA,MLT
Pakistan,1,1,1,1,2018,tp,n.a.,67,NA,PAK
Tunisia,1,1,0,2,2018,tp,no cases closed,no cases closed,NA,TUN
Bahrain,0,0,0,0,2018,tp,no cases closed,n.a.,NA,BHR
Botswana,0,0,0,0,2018,tp,no cases closed,n.a.,NA,BWA
Brunei Darussalam,0,0,0,0,2018,tp,no cases closed,n.a.,NA,BRN
Cayman Islands,0,0,0,0,2018,tp,no cases closed,n.a.,NA,CYM
Costa Rica,0,0,0,0,2018,tp,no cases closed,n.a.,NA,CRI
Côte d'Ivoire,0,0,0,0,2018,tp,no cases closed,n.a.,NA,CIV
Curaçao,0,0,0,0,2018,tp,no cases closed,n.a.,NA,CUW
Dominican Republic,0,0,0,0,2018,tp,no cases closed,n.a.,NA,DOM
Estonia,0,0,0,0,2018,tp,no cases closed,n.a.,NA,EST
Georgia,0,0,0,0,2018,tp,no cases closed,n.a.,NA,GEO
Guernsey,0,0,0,0,2018,tp,no cases closed,n.a.,NA,GGY
Iceland,0,0,0,0,2018,tp,no cases closed,n.a.,NA,ISL
Isle of Man,0,0,0,0,2018,tp,no cases closed,n.a.,NA,IMN
Jersey,0,0,0,0,2018,tp,no cases closed,n.a.,NA,JEY
Kenya,0,0,0,0,2018,tp,no cases closed,n.a.,NA,KEN
"Macau, China",0,0,0,0,2018,tp,no cases closed,n.a.,NA,MAC
Maldives,0,0,0,0,2018,tp,no cases closed,n.a.,NA,MDV
Monaco,0,0,0,0,2018,tp,no cases closed,n.a.,NA,MCO
Oman,0,0,0,0,2018,tp,no cases closed,n.a.,NA,OMN
Panama,0,0,0,0,2018,tp,no cases closed,n.a.,NA,PAN
Papua New Guinea,0,0,0,0,2018,tp,no cases closed,n.a.,NA,PNG
Paraguay,0,0,0,0,2018,tp,no cases closed,n.a.,NA,PRY
Peru,0,0,0,0,2018,tp,no cases closed,n.a.,NA,PER
Qatar,0,0,0,0,2018,tp,no cases closed,n.a.,NA,QAT
Saint Kitts and Nevis,0,0,0,0,2018,tp,no cases closed,n.a.,NA,KNA
San Marino,0,0,0,0,2018,tp,no cases closed,n.a.,NA,SMR
Senegal,0,0,0,0,2018,tp,no cases closed,n.a.,NA,SEN
Serbia,0,1,0,1,2018,tp,no cases closed,no cases closed,NA,SRB
Seychelles,0,0,0,0,2018,tp,no cases closed,n.a.,NA,SYC
Trinidad and Tobago,0,0,0,0,2018,tp,no cases closed,n.a.,NA,TTO
Turks and Caicos Islands,0,0,0,0,2018,tp,no cases closed,n.a.,NA,TCA
Uruguay,0,0,0,0,2018,tp,no cases closed,n.a.,NA,URY
Zambia,0,0,0,0,2018,tp,no cases closed,n.a.,NA,ZMB
Germany,1198,659,615,1242,2019,all,27.62,40,19,DEU
United States,975,350,303,1022,2019,all,24.66,26,37,USA
France,969,381,448,902,2019,all,24.78,39,27,FRA
India,866,206,121,951,2019,all,33.43,13,50,IND
Italy,741,361,215,887,2019,all,30.18,23,20,ITA
Belgium,700,493,630,563,2019,all,31.41,67,10,BEL
United Kingdom,450,409,299,560,2019,all,9.73,46,14,GBR
Spain,390,204,154,440,2019,all,30.37,31,11,ESP
Switzerland,349,208,180,377,2019,all,21.4,40,14,CHE
Netherlands,323,201,208,316,2019,all,20.33,49,13,NLD
Austria,316,119,125,310,2019,all,33.5,33,31,AUT
Sweden,234,118,113,239,2019,all,22.69,39,14,SWE
Denmark,193,103,87,209,2019,all,27.93,36,28,DNK
Luxembourg,188,213,190,211,2019,all,12.87,65,15,LUX
Canada,147,75,60,162,2019,all,17.6,33,11,CAN
Poland,140,54,41,153,2019,all,26.9,25,24,POL
Korea,135,49,28,156,2019,all,48.36,18,24,KOR
Finland,118,25,46,97,2019,all,27.09,35,34,FIN
China,117,24,19,122,2019,all,47.36,15,26,CHN
Norway,99,50,81,68,2019,all,12.24,65,18,NOR
Japan,90,51,57,84,2019,all,21.63,49,29,JPN
Portugal,71,40,38,73,2019,all,26.82,42,12,PRT
Indonesia,59,15,16,58,2019,all,30.15,24,34,IDN
Ireland,57,40,11,86,2019,all,20.88,14,17,IRL
Czech Republic,54,17,23,48,2019,all,30.24,37,29,CZE
Romania,52,16,7,61,2019,all,26.08,12,26,ROU
Malaysia,42,5,0,47,2019,all,no cases closed,no cases closed,4,MYS
Mexico,40,18,7,51,2019,all,17.66,14,8,MEX
Slovak Republic,38,11,8,41,2019,all,68.59,18,41,SVK
Greece,33,15,13,35,2019,all,26.6,32,31,GRC
Singapore,33,18,17,34,2019,all,21.12,41,9,SGP
Qatar,32,0,0,32,2019,all,no cases closed,no cases closed,0,QAT
Australia,31,24,20,35,2019,all,22.4,47,11,AUS
South Africa,28,11,14,25,2019,all,28.36,42,28,ZAF
Brazil,27,5,8,24,2019,all,56.48,27,17,BRA
Slovenia,26,12,8,30,2019,all,30.21,25,13,SVN
Morocco,25,2,0,27,2019,all,no cases closed,no cases closed,93,MAR
Kazakhstan,22,0,0,22,2019,all,no cases closed,no cases closed,41,KAZ
Russia,21,9,0,30,2019,all,no cases closed,no cases closed,3,RUS
Türkiye,20,5,8,17,2019,all,34.08,36,29,TUR
Israel,18,5,10,13,2019,all,17.75,49,8,ISR
Croatia,17,4,6,15,2019,all,42.92,32,33,HRV
"Hong Kong, China",16,8,4,20,2019,all,21.44,20,20,HKG
Hungary,16,9,5,20,2019,all,17.02,24,30,HUN
Argentina,14,6,4,16,2019,all,14.94,24,13,ARG
New Zealand,13,12,11,14,2019,all,13.38,58,0,NZL
Bulgaria,12,3,4,11,2019,all,23.72,30,55,BGR
Thailand,10,3,1,12,2019,all,9.79,9,42,THA
Viet Nam,10,3,2,11,2019,all,11.58,17,45,VNM
Saudi Arabia,9,3,7,5,2019,all,17.09,66,0,SAU
Estonia,8,3,1,10,2019,all,2,11,0,EST
Tunisia,8,2,0,10,2019,all,no cases closed,no cases closed,0,TUN
Liechtenstein,7,15,3,19,2019,all,3.29,21,11,LIE
Malta,6,3,1,8,2019,all,8,13,25,MLT
Latvia,5,3,4,4,2019,all,38.5,62,25,LVA
Mauritius,5,2,0,7,2019,all,no cases closed,no cases closed,14,MUS
Kenya,4,5,1,8,2019,all,5,15,13,KEN
Zambia,4,1,0,5,2019,all,no cases closed,no cases closed,20,ZMB
Chile,3,0,1,2,2019,all,38.47,33,0,CHL
Colombia,3,0,0,3,2019,all,no cases closed,no cases closed,33,COL
Dominican Republic,3,0,0,3,2019,all,no cases closed,no cases closed,33,DOM
Faroe Islands,3,1,3,1,2019,all,9.67,86,100,FRO
Serbia,3,3,1,5,2019,all,20.68,22,20,SRB
Greenland,2,4,0,6,2019,all,no cases closed,no cases closed,17,GRL
Lithuania,2,1,1,2,2019,all,16.54,40,50,LTU
Nigeria,2,0,1,1,2019,all,20.68,50,0,NGA
Pakistan,2,0,0,2,2019,all,no cases closed,no cases closed,0,PAK
Barbados,1,2,0,3,2019,all,no cases closed,no cases closed,0,BRB
Iceland,1,6,2,5,2019,all,9.12,50,0,ISL
Isle of Man,1,0,1,0,2019,all,13.55,100,0,IMN
Panama,1,0,0,1,2019,all,no cases closed,no cases closed,0,PAN
Peru,1,0,0,1,2019,all,no cases closed,no cases closed,0,PER
Trinidad and Tobago,1,0,0,1,2019,all,no cases closed,no cases closed,0,TTO
Uruguay,1,0,0,1,2019,all,no cases closed,no cases closed,0,URY
Andorra,0,0,0,0,2019,all,no cases closed,n.a.,0,AND
Angola,0,0,0,0,2019,all,no cases closed,n.a.,0,AGO
Aruba,0,3,0,3,2019,all,no cases closed,no cases closed,0,ABW
Bahamas,0,0,0,0,2019,all,no cases closed,n.a.,0,BHS
Bahrain,0,0,0,0,2019,all,no cases closed,n.a.,0,BHR
Belize,0,0,0,0,2019,all,no cases closed,n.a.,0,BLZ
Bermuda,0,0,0,0,2019,all,no cases closed,n.a.,0,BMU
Bosnia and Herzegovina,0,0,0,0,2019,all,no cases closed,n.a.,0,BIH
British Virgin Islands,0,0,0,0,2019,all,no cases closed,n.a.,0,VGB
Brunei Darussalam,0,0,0,0,2019,all,no cases closed,n.a.,0,BRN
Cayman Islands,0,0,0,0,2019,all,no cases closed,n.a.,0,CYM
Cook Islands,0,0,0,0,2019,all,no cases closed,n.a.,0,COK
Costa Rica,0,0,0,0,2019,all,no cases closed,n.a.,0,CRI
Côte d'Ivoire,0,0,0,0,2019,all,no cases closed,n.a.,0,CIV
Curaçao,0,0,0,0,2019,all,no cases closed,n.a.,0,CUW
Georgia,0,0,0,0,2019,all,no cases closed,n.a.,0,GEO
Gibraltar,0,0,0,0,2019,all,no cases closed,n.a.,0,GIB
Guernsey,0,0,0,0,2019,all,no cases closed,n.a.,0,GGY
Jordan,0,0,0,0,2019,all,no cases closed,n.a.,0,JOR
Liberia,0,0,0,0,2019,all,no cases closed,n.a.,0,LBR
"Macau, China",0,0,0,0,2019,all,no cases closed,n.a.,0,MAC
Monaco,0,0,0,0,2019,all,no cases closed,n.a.,0,MCO
Mongolia,0,0,0,0,2019,all,no cases closed,n.a.,0,MNG
Oman,0,0,0,0,2019,all,no cases closed,n.a.,0,OMN
Papua New Guinea,0,0,0,0,2019,all,no cases closed,n.a.,0,PNG
Saint Kitts and Nevis,0,0,0,0,2019,all,no cases closed,n.a.,0,KNA
Senegal,0,0,0,0,2019,all,no cases closed,n.a.,0,SEN
Seychelles,0,0,0,0,2019,all,no cases closed,n.a.,0,SYC
Turks and Caicos Islands,0,0,0,0,2019,all,no cases closed,n.a.,0,TCA
Ukraine,0,0,0,0,2019,all,no cases closed,n.a.,0,UKR
United Arab Emirates,0,0,0,0,2019,all,no cases closed,n.a.,0,ARE
Germany,705,418,397,726,2019,other,22.74,43,23,DEU
Belgium,622,442,593,471,2019,other,31.36,70,11,BEL
France,421,217,238,400,2019,other,18.85,45,22,FRA
United States,346,162,161,347,2019,other,15.36,38,40,USA
Italy,241,78,74,245,2019,other,33.34,26,37,ITA
United Kingdom,208,288,227,269,2019,other,6.28,65,12,GBR
Netherlands,204,130,141,193,2019,other,17.38,52,11,NLD
Switzerland,201,113,126,188,2019,other,20.62,49,14,CHE
Austria,170,73,67,176,2019,other,37.3,32,34,AUT
Luxembourg,151,196,178,169,2019,other,11.89,72,15,LUX
Spain,151,72,46,177,2019,other,23.63,25,13,ESP
India,145,22,6,161,2019,other,26.18,4,60,IND
Sweden,106,71,60,117,2019,other,16.15,42,9,SWE
Poland,86,32,31,87,2019,other,26.44,30,18,POL
Finland,76,15,28,63,2019,other,30.87,34,37,FIN
Norway,76,38,65,49,2019,other,11.22,68,14,NOR
Korea,63,13,10,66,2019,other,56.87,14,42,KOR
China,58,14,4,68,2019,other,47.3,6,0,CHN
Denmark,53,36,16,73,2019,other,18.58,23,30,DNK
Malaysia,36,3,0,39,2019,other,no cases closed,no cases closed,3,MYS
Canada,33,25,20,38,2019,other,14.11,44,18,CAN
